199709 生誕
200104 幼稚園入園
200403 幼稚園卒園
200404 小学校入学
201003 小学校卒業
201004 中学校入学
201303 中学校卒業
201304 高校入学
201603 高校卒業
201604 大学入学
201609 普通自動車AT限定免許取得
201709 成人
201801 成人式
201909 準中型自動車AT限定免許に更新
202003 大学卒業
202003 高等学校教諭第一種免許取得
202004 １社目入社
202102 １社目退社
202103 ２社目入社
